name,rssd_id,city,state,county
GUNNISON SAVINGS AND LOAN ASSOCIATION,388874,GUNNISON,CO,GUNNISON
BANK OF ESTES PARK,550354,ESTES PARK,CO,LARIMER
CENTURY SAVINGS AND LOAN ASSOCIATION,401072,TRINIDAD,CO,LAS ANIMAS
AMG NATIONAL TRUST BANK,3015939,BOULDER,CO,BOULDER
FOWLER STATE BANK,433859,FOWLER,CO,OTERO
POINTS WEST COMMUNITY BANK,444556,WINDSOR,CO,WELD
SOLERA NATIONAL BANK,3397233,LAKEWOOD,CO,JEFFERSON
MOUNTAIN VALLEY BANK,475653,WALDEN,CO,JACKSON
FIRST NATIONAL BANK COLORADO,513256,LAS ANIMAS,CO,BENT
FRONTIER BANK,191355,LAMAR,CO,PROWERS
ALAMOSA STATE BANK,869953,ALAMOSA,CO,ALAMOSA
PARK STATE BANK & TRUST,480059,WOODLAND PARK,CO,TELLER
PIKES PEAK NATIONAL BANK,643658,COLORADO SPRINGS,CO,EL PASO
MOUNTAIN VIEW BANK OF COMMERCE,3636259,WESTMINSTER,CO,ADAMS
"FIRST NATIONAL BANK, CORTEZ",968155,CORTEZ,CO,MONTEZUMA
"GUNNISON BANK AND TRUST COMPANY, THE",502559,GUNNISON,CO,GUNNISON
"FIRST NATIONAL BANK OF FLEMING, THE",306056,FLEMING,CO,LOGAN
NORTH VALLEY BANK,350750,THORNTON,CO,ADAMS
HIGH COUNTRY BANK,479370,SALIDA,CO,CHAFFEE
"STATE BANK, THE",387055,LA JUNTA,CO,OTERO
"RG BANK, A SAVINGS AND LOAN ASSOCIATION",256076,MONTE VISTA,CO,RIO GRANDE
FIRST NATIONAL BANK IN TRINIDAD,474058,TRINIDAD,CO,LAS ANIMAS
FIRST COLORADO NATIONAL BANK,587752,PAONIA,CO,DELTA
"PATRIOT BANK, NATIONAL ASSOCIATION",2236821,STAMFORD,CT,FAIRFIELD
BANKWELL BANK,3109043,NEW CANAAN,CT,FAIRFIELD
NEW HAVEN BANK,3843392,NEW HAVEN,CT,NEW HAVEN
"WEBSTER BANK, NATIONAL ASSOCIATION",761806,STAMFORD,CT,FAIRFIELD
NEWTOWN SAVINGS BANK,507509,NEWTOWN,CT,FAIRFIELD
"SAVINGS BANK OF DANBURY, THE",626101,DANBURY,CT,FAIRFIELD
"GUILFORD SAVINGS BANK, THE",831008,GUILFORD,CT,NEW HAVEN
LIBERTY BANK,587800,MIDDLETOWN,CT,MIDDLESEX
FIELDPOINT PRIVATE BANK & TRUST,3664588,GREENWICH,CT,FAIRFIELD
WINDSOR FEDERAL BANK,92676,WINDSOR,CT,HARTFORD
DR BANK,3428258,DARIEN,CT,FAIRFIELD
"NATIONAL IRON BANK, THE",1008209,SALISBURY,CT,LITCHFIELD
THOMASTON SAVINGS BANK,120609,THOMASTON,CT,LITCHFIELD
"CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION",2756909,NORWALK,CT,FAIRFIELD
ESSEX SAVINGS BANK,961400,ESSEX,CT,MIDDLESEX
CHELSEA GROTON BANK,345309,GROTON,CT,NEW LONDON
FIRST COUNTY BANK,958204,STAMFORD,CT,FAIRFIELD
"MASSMUTUAL TRUST COMPANY, FSB, THE",2881445,WINDSOR,CT,HARTFORD
FAIRFIELD COUNTY BANK,882701,RIDGEFIELD,CT,FAIRFIELD
MILFORD BANK THE,258306,MILFORD,CT,NEW HAVEN
ION BANK,407506,NAUGATUCK,CT,NEW HAVEN
DIME BANK,311603,NORWICH,CT,NEW LONDON
EASTERN CONNECTICUT SAVINGS BANK,939070,NORWICH,CT,NEW LONDON
"TORRINGTON SAVINGS BANK, THE",65205,TORRINGTON,CT,LITCHFIELD
STAFFORD SAVINGS BANK,113003,STAFFORD SPRINGS,CT,TOLLAND
UNION SAVINGS BANK,443205,DANBURY,CT,FAIRFIELD
JEWETT CITY SAVINGS BANK,820301,JEWETT CITY,CT,NEW LONDON
"FIRST BANK OF GREENWICH, THE",3466988,COS COB,CT,FAIRFIELD
NORTHWEST COMMUNITY BANK,545604,WINSTED,CT,LITCHFIELD
INDUSTRIAL BANK,536527,WASHINGTON,DC,DISTRICT OF COLUMBIA
"CITY FIRST BANK, NATIONAL ASSOCIATION",2697963,WASHINGTON,DC,DISTRICT OF COLUMBIA
FOUNDERS BANK,5398355,WASHINGTON,DC,DISTRICT OF COLUMBIA
"NATIONAL CAPITAL BANK OF WASHINGTON, THE",791821,WASHINGTON,DC,DISTRICT OF COLUMBIA
BARCLAYS BANK DELAWARE,2980209,WILMINGTON,DE,NEW CASTLE
"EVERCORE TRUST COMPANY, NATIONAL ASSOCIATION",3939240,WILMINGTON,DE,NEW CASTLE
"TD BANK USA, NATIONAL ASSOCIATION",2121196,WILMINGTON,DE,NEW CASTLE
"TD BANK, N.A.",497404,WILMINGTON,DE,NEW CASTLE
"WILMINGTON SAVINGS FUND SOCIETY, FSB",437914,WILMINGTON,DE,NEW CASTLE
BNY MELLON TRUST OF DELAWARE,488318,WILMINGTON,DE,NEW CASTLE
"WILMINGTON TRUST, NATIONAL ASSOCIATION",2265456,WILMINGTON,DE,NEW CASTLE
"SANTANDER BANK, NATIONAL ASSOCIATION",722777,WILMINGTON,DE,NEW CASTLE
"PNC BANK, NATIONAL ASSOCIATION",817824,WILMINGTON,DE,NEW CASTLE
"BROWN BROTHERS HARRIMAN TRUST COMPANY OF DELAWARE, NA",4032791,WILMINGTON,DE,NEW CASTLE
U.S. BANK TRUST NATIONAL ASSOCIATION,2916963,WILMINGTON,DE,NEW CASTLE
"STIFEL TRUST COMPANY DELAWARE, NATIONAL ASSOCIATION",4125778,GREENVILLE,DE,NEW CASTLE
DEUTSCHE BANK TRUST COMPANY DELAWARE,304913,NEWARK,DE,NEW CASTLE
"WELLS FARGO DELAWARE TRUST COMPANY, NATIONAL ASSOCIATION",2531991,WILMINGTON,DE,NEW CASTLE
ARTISANS' BANK,73116,WILMINGTON,DE,NEW CASTLE
APPLIED BANK,2467670,WILMINGTON,DE,NEW CASTLE
"GOLDMAN SACHS TRUST COMPANY, NATIONAL ASSOCIATION, THE",3066025,WILMINGTON,DE,NEW CASTLE
COMMUNITY BANK DELAWARE,3446784,LEWES,DE,SUSSEX
KEY NATIONAL TRUST COMPANY OF DELAWARE,4368351,WILMINGTON,DE,NEW CASTLE
DISCOVER BANK,30810,GREENWOOD,DE,SUSSEX
ADP TRUST COMPANY NATIONAL ASSOCIATION,5397639,WILMINGTON,DE,NEW CASTLE
"CITICORP TRUST DELAWARE, NATIONAL ASSOCIATION",449038,GREENVILLE,DE,NEW CASTLE
"HSBC TRUST COMPANY (DELAWARE), NATIONAL ASSOCIATION",3357620,WILMINGTON,DE,NEW CASTLE
NEUBERGER BERMAN TRUST COMPANY OF DELAWARE NATIONAL ASSOCIATION,4146830,WILMINGTON,DE,NEW CASTLE
COUNTY BANK,1459735,REHOBOTH BEACH,DE,SUSSEX
"BESSEMER TRUST COMPANY OF DELAWARE, NATIONAL ASSOCIATION",3310287,WILMINGTON,DE,NEW CASTLE
COMENITY BANK,1391778,WILMINGTON,DE,NEW CASTLE
BANESCO USA,3402913,MIAMI,FL,MIAMI-DADE
"INTERAMERICAN BANK, A FEDERAL SAVINGS BANK",221775,MIAMI,FL,MIAMI-DADE
FIRST STATE BANK OF THE FLORIDA KEYS,191935,KEY WEST,FL,MONROE
CITY NATIONAL BANK OF FLORIDA,814430,MIAMI,FL,MIAMI-DADE
OCEAN BANK,663834,MIAMI,FL,MIAMI-DADE
OPTIMUMBANK,2953418,FORT LAUDERDALE,FL,BROWARD
FIRST NATIONAL BANK OF PASCO,82033,DADE CITY,FL,PASCO
GROVE BANK & TRUST,648130,MIAMI,FL,MIAMI-DADE
BANK OF CENTRAL FLORIDA,3588312,LAKELAND,FL,POLK
PARADISE BANK,3368635,BOCA RATON,FL,PALM BEACH
CAPITAL CITY BANK,876634,TALLAHASSEE,FL,LEON
PACIFIC NATIONAL BANK,577137,MIAMI,FL,MIAMI-DADE
"AMERANT BANK, NATIONAL ASSOCIATION",83638,CORAL GABLES,FL,MIAMI-DADE
GULF ATLANTIC BANK,5475452,KEY WEST,FL,MONROE
"CHILTON TRUST COMPANY, NATIONAL ASSOCIATION",4397164,PALM BEACH,FL,PALM BEACH
"BANKUNITED, NATIONAL ASSOCIATION",3938186,MIAMI LAKES,FL,MIAMI-DADE
PNB COMMUNITY BANK,483537,NICEVILLE,FL,OKALOOSA
INTRACOASTAL BANK,3786435,PALM COAST,FL,FLAGLER
CYPRESS BANK & TRUST,2873598,MELBOURNE,FL,BREVARD
"INTERCREDIT BANK, NATIONAL ASSOCIATION",44433,CORAL GABLES,FL,MIAMI-DADE
PRIME MERIDIAN BANK,3690701,TALLAHASSEE,FL,LEON
"EVERBANK, NATIONAL ASSOCIATION",2735146,JACKSONVILLE,FL,DUVAL
BRADESCO BANK,725732,CORAL GABLES,FL,MIAMI-DADE
COGENT BANK,2847142,ORLANDO,FL,ORANGE
SEACOAST NATIONAL BANK,34537,STUART,FL,MARTIN
CITIZENS BANK AND TRUST,701839,FROSTPROOF,FL,POLK
"NEWTEK BANK, NATIONAL ASSOCIATION",502111,MIAMI,FL,MIAMI-DADE
BANK OF BELLE GLADE,302030,BELLE GLADE,FL,PALM BEACH
FIRST COLONY BANK OF FLORIDA,3688548,MAITLAND,FL,ORANGE
"SOUTHSTATE BANK, N.A.",1929247,WINTER HAVEN,FL,POLK
MADISON COUNTY COMMUNITY BANK,2805928,MADISON,FL,MADISON
"RAYMOND JAMES TRUST, NATIONAL ASSOCIATION",2163477,SAINT PETERSBURG,FL,PINELLAS
"AXIOM BANK, NATIONAL ASSOCIATION",408875,MAITLAND,FL,ORANGE
CENTURY BANK OF FLORIDA,2939001,TAMPA,FL,HILLSBOROUGH
PEOPLES BANK OF GRACEVILLE,717232,GRACEVILLE,FL,JACKSON
BAYFIRST NATIONAL BANK,2771694,SAINT PETERSBURG,FL,PINELLAS
ONE FLORIDA BANK,3807880,ORLANDO,FL,ORANGE
"NATBANK, NATIONAL ASSOCIATION",2233875,HOLLYWOOD,FL,BROWARD
RAYMOND JAMES BANK,2193616,SAINT PETERSBURG,FL,PINELLAS
BANCO DO BRASIL AMERICAS,110936,MIAMI,FL,MIAMI-DADE
EMIGRANT BANK,137915,MIAMI,FL,MIAMI-DADE
"TERRABANK, NATIONAL ASSOCIATION",238737,MIAMI,FL,MIAMI-DADE
CENTRAL BANK,3468450,TAMPA,FL,HILLSBOROUGH
"FLORIDA CAPITAL BANK, N.A.",188430,JACKSONVILLE,FL,DUVAL
DLP BANK,853934,STARKE,FL,BRADFORD
U.S. CENTURY BANK,3146150,MIAMI,FL,MIAMI-DADE
GULF COAST BUSINESS BANK,5724226,FORT MYERS,FL,LEE
WATERFALL BANK,5650923,CLEARWATER,FL,PINELLAS
FINEMARK NATIONAL BANK & TRUST,3547131,FORT MYERS,FL,LEE
FIRST NATIONAL BANK OF WAUCHULA,89135,WAUCHULA,FL,HARDEE
"WARRINGTON BANK, THE",199137,PENSACOLA,FL,ESCAMBIA
EASTERN NATIONAL BANK,171133,MIAMI,FL,MIAMI-DADE
HEARTLAND NATIONAL BANK,2800491,SEBRING,FL,HIGHLANDS
"DESJARDINS BANK, NATIONAL ASSOCIATION",1940747,HALLANDALE,FL,BROWARD
"TCM BANK, NATIONAL ASSOCIATION",2687487,TAMPA,FL,HILLSBOROUGH
"FIRST NATIONAL BANK OF MOUNT DORA, THE",61832,MOUNT DORA,FL,LAKE
FLAGSHIP BANK,3404999,CLEARWATER,FL,PINELLAS
CITIZENS FIRST BANK,1867983,THE VILLAGES,FL,SUMTER
SUNRISE BANK,3370133,ORLANDO,FL,ORANGE
SURETY BANK,374774,DELAND,FL,VOLUSIA
UNITED SOUTHERN BANK,327435,UMATILLA,FL,LAKE
SUNSTATE BANK,2791085,MIAMI,FL,MIAMI-DADE
MAINSTREET COMMUNITY BANK OF FLORIDA,3217957,DELAND,FL,VOLUSIA
INTERNATIONAL FINANCE BANK,867632,MIAMI,FL,MIAMI-DADE
FIRST FEDERAL BANK,384278,LAKE CITY,FL,COLUMBIA
COMMUNITY BANK OF THE SOUTH,2860039,MERRITT ISLAND,FL,BREVARD
"BANK OF TAMPA, THE",273336,TAMPA,FL,HILLSBOROUGH
HELM BANK USA,1414819,MIAMI,FL,MIAMI-DADE
MARINE BANK & TRUST COMPANY,2587916,VERO BEACH,FL,INDIAN RIVER
CLIMATE FIRST BANK,5592340,SAINT PETERSBURG,FL,PINELLAS
COMMERCE BANK & TRUST,3148613,WINTER PARK,FL,ORANGE
EDISON NATIONAL BANK,2594419,FORT MYERS,FL,LEE
FNBT BANK,697231,FORT WALTON BEACH,FL,OKALOOSA
CANANDAIGUA NATIONAL TRUST COMPANY OF FLORIDA,3952904,SARASOTA,FL,SARASOTA
AMERICAN NATIONAL BANK,481430,OAKLAND PARK,FL,BROWARD
LOCALITY BANK,5673191,FORT LAUDERDALE,FL,BROWARD
BRANNEN BANK,760331,INVERNESS,FL,CITRUS
MEMBERS TRUST COMPANY,3219269,TAMPA,FL,HILLSBOROUGH
BANKFLORIDA,3629484,DADE CITY,FL,PASCO
CREWS BANK & TRUST,200435,WAUCHULA,FL,HARDEE
EVERMORE BANK,5692473,FORT LAUDERDALE,FL,BROWARD
LAFAYETTE STATE BANK,535931,MAYO,FL,LAFAYETTE
WINTER PARK NATIONAL BANK,5143788,WINTER PARK,FL,ORANGE
GULFSIDE BANK,5303724,SARASOTA,FL,SARASOTA
SANIBEL CAPTIVA COMMUNITY BANK,3122994,SANIBEL,FL,LEE
FIRST BANK,131436,CLEWISTON,FL,HENDRY
ANCHOR BANK,3342671,PALM BEACH GARDENS,FL,PALM BEACH
BANK OF PENSACOLA,581237,PENSACOLA,FL,ESCAMBIA
FIRST NATIONAL BANK NORTHWEST FLORIDA,216230,PANAMA CITY,FL,BAY
FIRST NATIONAL BANK OF GRIFFIN,563233,GRIFFIN,GA,SPALDING
"PIEDMONT BANK, THE",3489035,PEACHTREE CORNERS,GA,GWINNETT
BANK OF HAZLEHURST,628039,HAZLEHURST,GA,JEFF DAVIS
WEST CENTRAL GEORGIA BANK,280138,THOMASTON,GA,UPSON
VIDALIA FEDERAL SAVINGS BANK,126375,VIDALIA,GA,TOOMBS
SUNMARK COMMUNITY BANK,100236,PERRY,GA,HOUSTON
BANK OF DAWSON,193537,DAWSON,GA,TERRELL
"MERCHANTS & CITIZENS BANK, THE",784430,MCRAE,GA,TELFAIR
PEOPLES BANK,715032,LYONS,GA,TOOMBS
"AMERICAN COMMERCE BANK, NATIONAL ASSOCIATION",3272956,BREMEN,GA,HARALSON
PEOPLESSOUTH BANK,518037,COLQUITT,GA,MILLER
CARVER STATE BANK,370833,SAVANNAH,GA,CHATHAM
PEOPLES BANK & TRUST,109136,BUFORD,GA,GWINNETT
EXCHANGE BANK,613839,MILLEDGEVILLE,GA,BALDWIN
FIRST NATIONAL BANK OF DECATUR COUNTY,3232370,BAINBRIDGE,GA,DECATUR
"GEO. D. WARTHEN BANK, THE",305237,SANDERSVILLE,GA,WASHINGTON
QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY,960935,LOUISVILLE,GA,JEFFERSON
UNITED NATIONAL BANK,2914727,CAIRO,GA,GRADY
LOYAL TRUST BANK,5427684,JOHNS CREEK,GA,FULTON
COMMUNITY BANKING COMPANY OF FITZGERALD,553038,FITZGERALD,GA,BEN HILL
CITIZENS TRUST BANK,680130,ATLANTA,GA,FULTON
"RBC BANK (GEORGIA), NATIONAL ASSOCIATION",3783948,ATLANTA,GA,FULTON
PRIMESOUTH BANK,1011638,BLACKSHEAR,GA,PIERCE
CENTURY BANK & TRUST,944337,MILLEDGEVILLE,GA,BALDWIN
AB&T,2775151,ALBANY,GA,DOUGHERTY
COMMUNITY BANK & TRUST - WEST GEORGIA,761833,LAGRANGE,GA,TROUP
RABUN COUNTY BANK,514936,CLAYTON,GA,RABUN
ALTAMAHA BANK AND TRUST COMPANY,199436,VIDALIA,GA,TOOMBS
FIRST PORT CITY BANK,262237,BAINBRIDGE,GA,DECATUR
"PEOPLES BANK, THE",575133,WILLACOOCHEE,GA,ATKINSON
"BANK OF LAFAYETTE, THE",944739,LA FAYETTE,GA,WALKER
BANK OF CAMILLA,124830,CAMILLA,GA,MITCHELL
"FOUR COUNTY BANK, THE",7634,ALLENTOWN,GA,WILKINSON
FIRST CHATHAM BANK,3075474,SAVANNAH,GA,CHATHAM
SOUTH GEORGIA BANKING COMPANY,767732,OMEGA,GA,TIFT
PEACH STATE BANK & TRUST,3348468,GAINESVILLE,GA,HALL
AMERIS BANK,764030,ATLANTA,GA,FULTON
"FIRST CENTURY BANK, NATIONAL ASSOCIATION",2997748,COMMERCE,GA,JACKSON
FIRST NATIONAL BANK OF COFFEE COUNTY,1892154,DOUGLAS,GA,COFFEE
COMMUNITY BANK OF GEORGIA,3213333,BAXLEY,GA,APPLING
"FARMERS BANK, THE",11837,GREENSBORO,GA,GREENE
FARMERS & MERCHANTS BANK,64730,EATONTON,GA,PUTNAM
FIRST STATE BANK OF RANDOLPH COUNTY,140634,CUTHBERT,GA,RANDOLPH
FIRST SOUTHERN BANK,631039,WAYCROSS,GA,WARE
"PEOPLES BANK, THE",611031,EATONTON,GA,PUTNAM
"CITIZENS NATIONAL BANK OF QUITMAN, THE",774235,QUITMAN,GA,BROOKS
"CLAXTON BANK, THE",452739,CLAXTON,GA,EVANS
STATE BANK OF COCHRAN,333034,COCHRAN,GA,BLECKLEY
FIRST NATIONAL COMMUNITY BANK,450632,CHATSWORTH,GA,MURRAY
"DURDEN BANKING COMPANY, INCORPORATED",101439,TWIN CITY,GA,EMANUEL
GEORGIA BANKING COMPANY,3016347,ATLANTA,GA,FULTON
FIRST BANK OF COASTAL GEORGIA,823638,PEMBROKE,GA,BRYAN
"FIRST NATIONAL BANK OF WAYNESBORO, THE",31134,WAYNESBORO,GA,BURKE
SIGNATURE BANK OF GEORGIA,3390627,SANDY SPRINGS,GA,FULTON
SYNOVUS BANK,395238,COLUMBUS,GA,MUSCOGEE
"CITIZENS BANK OF COCHRAN, THE",278733,COCHRAN,GA,BLECKLEY
EMBASSY NATIONAL BANK,3482045,LAWRENCEVILLE,GA,GWINNETT
AMERICAN PRIDE BANK,3671997,MACON,GA,BIBB
ROCHELLE STATE BANK,649632,ROCHELLE,GA,WILCOX
APEX BANKING COMPANY OF GEORGIA,102333,IRWINTON,GA,WILKINSON
GUARDIAN BANK,2989006,VALDOSTA,GA,LOWNDES
PLANTERS AND CITIZENS BANK,132938,CAMILLA,GA,MITCHELL
MORRIS BANK,423739,DUBLIN,GA,LAURENS
F&M BANK,510330,WASHINGTON,GA,WILKES
FARMERS & MERCHANTS BANK,763930,LAKELAND,GA,LANIER
MAGNOLIA STATE BANK,204237,EASTMAN,GA,DODGE
"PEOPLES BANK OF GEORGIA, THE",272030,TALBOTTON,GA,TALBOT
F & M BANK AND TRUST COMPANY,937834,MANCHESTER,GA,MERIWETHER
CIBC NATIONAL TRUST COMPANY,975751,ATLANTA,GA,FULTON
COLONY BANK,491934,FITZGERALD,GA,BEN HILL
NORTHEAST GEORGIA BANK,888833,LAVONIA,GA,FRANKLIN
METRO CITY BANK,3437456,DORAVILLE,GA,DEKALB
CITIZENS COMMUNITY BANK,564838,HAHIRA,GA,LOWNDES
THOMASVILLE NATIONAL BANK,2344753,THOMASVILLE,GA,THOMAS
FLINT COMMUNITY BANK,3341393,ALBANY,GA,DOUGHERTY
"SYNOVUS TRUST COMPANY, NATIONAL ASSOCIATION",2262718,COLUMBUS,GA,MUSCOGEE
COMMERCIAL BANKING COMPANY,381932,VALDOSTA,GA,LOWNDES
FARMERS STATE BANK,773032,LINCOLNTON,GA,LINCOLN
BANK OF MONTICELLO,805335,MONTICELLO,GA,JASPER
BANKSOUTH,88231,GREENSBORO,GA,GREENE
WAYCROSS BANK & TRUST,1191352,WAYCROSS,GA,WARE
GLENNVILLE BANK,439132,GLENNVILLE,GA,TATTNALL
SOUTHEASTERN BANK,210238,DARIEN,GA,MCINTOSH
FARMERS STATE BANK,113030,DUBLIN,GA,LAURENS
"TRUST BANK, THE",894834,LENOX,GA,COOK
FIRST BANK OF PIKE,760939,MOLENA,GA,PIKE
CRAFT BANK,5472880,ATLANTA,GA,FULTON
FAMILY BANK,156970,PELHAM,GA,MITCHELL
NORTH GEORGIA NATIONAL BANK,2769954,CALHOUN,GA,GORDON
SOUTH GEORGIA BANK,995571,GLENNVILLE,GA,TATTNALL
GEORGIA PRIMARY BANK,3646397,ATLANTA,GA,FULTON
CLASSIC CITY BANK,5538937,ATHENS,GA,CLARKE
PROMISEONE BANK,3832127,DULUTH,GA,GWINNETT
"COMMERCIAL BANK, THE",469737,CRAWFORD,GA,OGLETHORPE
"AFFINITY BANK, NATIONAL ASSOCIATION",321273,COVINGTON,GA,NEWTON
FIRST PEOPLES BANK,1459799,PINE MOUNTAIN,GA,HARRIS
FIRST IC BANK,2877840,DORAVILLE,GA,DEKALB
TANDEM BANK,5401273,TUCKER,GA,DEKALB
PINELAND BANK,6039,ALMA,GA,BACON
RIVER CITY BANK,3445901,ROME,GA,FLOYD
BANK OF DADE,441630,TRENTON,GA,DADE
FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF VALDOSTA,828174,VALDOSTA,GA,LOWNDES
UNITED BANK,37435,ZEBULON,GA,PIKE
BARWICK BANKING COMPANY,1007734,BARWICK,GA,BROOKS
TOUCHMARK NATIONAL BANK,3645840,ALPHARETTA,GA,FULTON
"CITIZENS BANK OF GEORGIA, THE",2505451,CUMMING,GA,FORSYTH
TC FEDERAL BANK,67870,THOMASVILLE,GA,THOMAS
CITIZENS BANK OF AMERICUS,19936,AMERICUS,GA,SUMTER
COMMUNITY BANK OF PICKENS COUNTY,2943615,JASPER,GA,PICKENS
FIRST STATE BANK OF BLAKELY,5135,BLAKELY,GA,EARLY
GREAT OAKS BANK,364131,EASTMAN,GA,DODGE
GEORGIA FIRST BANK,260831,SOPERTON,GA,TREUTLEN
LEGACY STATE BANK,3340903,LOGANVILLE,GA,GWINNETT
"CITIZENS BANK OF SWAINSBORO, THE",268136,SWAINSBORO,GA,EMANUEL
"CITIZENS BANK AND TRUST, INC.",1163283,TRENTON,GA,DADE
OCONEE STATE BANK,573036,WATKINSVILLE,GA,OCONEE
WHEELER COUNTY STATE BANK,989534,ALAMO,GA,WHEELER
BANK OF ALAPAHA,986935,ALAPAHA,GA,BERRIEN
GEORGIA COMMUNITY BANK,2823221,ALBANY,GA,DOUGHERTY
"BANK OF EDISON, THE",610539,EDISON,GA,CALHOUN
TALBOT STATE BANK,577230,WOODLAND,GA,TALBOT
BANK OF HANCOCK COUNTY,37,SPARTA,GA,HANCOCK
SOUTH COAST BANK & TRUST,706030,BRUNSWICK,GA,GLYNN
"SECURITY STATE BANK, THE",598132,MCRAE-HELENA,GA,TELFAIR
MOULTRIE BANK & TRUST,5686324,MOULTRIE,GA,COLQUITT
FNB SOUTH,12030,ALMA,GA,BACON
DOUGLAS NATIONAL BANK,3049635,DOUGLAS,GA,COFFEE
BANK OF WRIGHTSVILLE,176437,WRIGHTSVILLE,GA,JOHNSON
FIRST STATE BANK,36933,WRENS,GA,JEFFERSON
PINNACLE BANK,366238,ELBERTON,GA,ELBERT
FARMERS AND MERCHANTS BANK,4231,SYLVANIA,GA,SCREVEN
SOUTHEAST FIRST NATIONAL BANK,563934,SUMMERVILLE,GA,CHATTOOGA
BANK OF LUMBER CITY,959630,LUMBER CITY,GA,TELFAIR
FIRST AMERICAN BANK AND TRUST COMPANY,921039,ATHENS,GA,CLARKE
PLANTERS FIRST BANK,300933,CORDELE,GA,CRISP
SOUTHERN BANK,307334,SARDIS,GA,BURKE
CITIZENS BANK OF THE SOUTH,367431,SANDERSVILLE,GA,WASHINGTON
BANK OF DUDLEY,546535,DUDLEY,GA,LAURENS
BANK OF NEWINGTON,948531,NEWINGTON,GA,SCREVEN
MOUNT VERNON BANK,807432,VIDALIA,GA,MONTGOMERY
BANK OF MADISON,752831,MADISON,GA,MORGAN
BANK OF HAWAII,795968,HONOLULU,HI,HONOLULU
FIRST HAWAIIAN BANK,980661,HONOLULU,HI,HONOLULU
CENTRAL PACIFIC BANK,701062,HONOLULU,HI,HONOLULU
"AMERICAN SAVINGS BANK, F.S.B.",54973,HONOLULU,HI,HONOLULU
HAWAII NATIONAL BANK,915065,HONOLULU,HI,HONOLULU
TERRITORIAL SAVINGS BANK,564977,HONOLULU,HI,HONOLULU
"FINANCE FACTORS, LIMITED",827560,HONOLULU,HI,HONOLULU
DEFIANCE STATE BANK,902645,DEFIANCE,IA,SHELBY
"EXCHANGE STATE BANK, THE",362043,SPRINGVILLE,IA,LINN
BENTON COUNTY STATE BANK,824242,BLAIRSTOWN,IA,BENTON
BANK PLUS,329149,ESTHERVILLE,IA,EMMET
HIAWATHA BANK & TRUST COMPANY,2536633,HIAWATHA,IA,LINN
COMMUNITY STATE BANK,92144,PATON,IA,GREENE
WHITE STATE BANK,359744,SOUTH ENGLISH,IA,KEOKUK
FIRST SECURITY BANK AND TRUST COMPANY,894544,CHARLES CITY,IA,FLOYD
BANK 1ST,142049,WEST UNION,IA,FAYETTE
FIRST HERITAGE BANK,618647,SHENANDOAH,IA,PAGE
WASHINGTON STATE BANK,433943,WASHINGTON,IA,WASHINGTON
CUSB BANK,900146,CRESCO,IA,HOWARD
CHELSEA SAVINGS BANK,771748,BELLE PLAINE,IA,BENTON
VISIONBANK OF IOWA,269049,AMES,IA,STORY
STATE SAVINGS BANK,762045,WEST DES MOINES,IA,POLK
STATE BANK,651149,SPENCER,IA,CLAY
FIRST IOWA STATE BANK,787842,ALBIA,IA,MONROE
CITIZENS FIRST BANK,2882983,CLINTON,IA,CLINTON
DANVILLE STATE SAVINGS BANK,223845,NEW LONDON,IA,HENRY
POCAHONTAS STATE BANK,402846,POCAHONTAS,IA,POCAHONTAS
WEST BANK,139740,WEST DES MOINES,IA,POLK
KERNDT BROTHERS SAVINGS BANK,665146,LANSING,IA,ALLAMAKEE
FIDELITY BANK & TRUST,939249,DUBUQUE,IA,DUBUQUE
PILOT GROVE SAVINGS BANK,585749,PILOT GROVE,IA,LEE
STATE BANK OF SCHALLER,534242,SCHALLER,IA,SAC
BANKERS TRUST COMPANY,811046,DES MOINES,IA,POLK
AVAILA BANK,859141,CARROLL,IA,CARROLL
FIRST WHITNEY BANK AND TRUST,740249,ATLANTIC,IA,CASS
WESTSIDE STATE BANK,972143,WESTSIDE,IA,CRAWFORD
"AMERICAN BANK, NATIONAL ASSOCIATION",345345,LE MARS,IA,PLYMOUTH
PINNACLE BANK,365745,MARSHALLTOWN,IA,MARSHALL
"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",2733263,DAVENPORT,IA,SCOTT
PEOPLES BANK,968249,CLIVE,IA,POLK
FIRST TRUST AND SAVINGS BANK,640442,WHEATLAND,IA,CLINTON
CITIZENS STATE BANK,212344,WYOMING,IA,JONES
PRINCIPAL BANK,2654911,DES MOINES,IA,POLK
CENTRAL STATE BANK,678744,CORALVILLE,IA,JOHNSON
CBI BANK & TRUST,830542,MUSCATINE,IA,MUSCATINE
CITIZENS SAVINGS BANK,544447,SPILLVILLE,IA,WINNESHIEK
GNB BANK,724744,GRUNDY CENTER,IA,GRUNDY
TWO RIVERS BANK & TRUST,3320781,BURLINGTON,IA,DES MOINES
HILLS BANK AND TRUST COMPANY,731247,HILLS,IA,JOHNSON
SOUTH OTTUMWA SAVINGS BANK,75446,OTTUMWA,IA,WAPELLO
FARMERS STATE BANK,749840,LAKE VIEW,IA,SAC
SOUTH STORY BANK & TRUST,542340,SLATER,IA,STORY
