name,rssd_id,city,state,county
POWELL STATE BANK,856869,POWELL,TX,NAVARRO
CITIZENS STATE BANK,899651,CORRIGAN,TX,POLK
FALCON INTERNATIONAL BANK,564557,LAREDO,TX,WEBB
FIRST STATE BANK OF UVALDE,273662,UVALDE,TX,UVALDE
OZONA BANK,780263,OZONA,TX,CROCKETT
VERITEX COMMUNITY BANK,3221468,DALLAS,TX,DALLAS
TEXAS NATIONAL BANK,1435092,SWEETWATER,TX,NOLAN
"T BANK, NATIONAL ASSOCIATION",3284445,DALLAS,TX,DALLAS
"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION",384652,DALLAS,TX,DALLAS
TEXAS EXCHANGE BANK,822556,CROWLEY,TX,TARRANT
WELLINGTON STATE BANK,371362,WELLINGTON,TX,COLLINGSWORTH
BANK OF SOUTH TEXAS,49858,MCALLEN,TX,HIDALGO
"FIRST NATIONAL BANK OF HEBBRONVILLE, THE",173959,HEBBRONVILLE,TX,JIM HOGG
TEXAS SECURITY BANK,3619216,DALLAS,TX,DALLAS
"FIRST NATIONAL BANK OF HEREFORD, THE",2759629,HEREFORD,TX,DEAF SMITH
BANK OF THE WEST,859552,GRAPEVINE,TX,TARRANT
"SUNFLOWER BANK, NATIONAL ASSOCIATION",474759,DALLAS,TX,DALLAS
"BUCKHOLTS STATE BANK, THE",53051,BUCKHOLTS,TX,MILAM
STATE BANK OF DE KALB,621357,DE KALB,TX,BOWIE
"CITIZENS STATE BANK, GANADO, TEXAS",317650,GANADO,TX,JACKSON
FIRST STATE BANK,796152,CLUTE,TX,BRAZORIA
PROSPERITY BANK,664756,EL CAMPO,TX,WHARTON
BANK OF TEXAS,925653,MIDLAND,TX,MIDLAND
SPUR SECURITY BANK,409265,SPUR,TX,DICKENS
"FIRST NATIONAL BANK OF SHINER, THE",342362,SHINER,TX,LAVACA
"FIRST NATIONAL BANK OF GRANBURY, THE",329952,GRANBURY,TX,HOOD
"GRANGER NATIONAL BANK, THE",272151,GRANGER,TX,WILLIAMSON
AMERICAN FIRST NATIONAL BANK,2694681,HOUSTON,TX,HARRIS
"CENDERA BANK, N.A.",89957,BELLS,TX,GRAYSON
FAYETTEVILLE BANK,450753,FAYETTEVILLE,TX,FAYETTE
"BANK OF BRENHAM, NATIONAL ASSOCIATION",3042234,BRENHAM,TX,WASHINGTON
"FIRST NATIONAL BANK OF BELLVILLE, THE",91754,BELLVILLE,TX,AUSTIN
INDUSTRY STATE BANK,733054,INDUSTRY,TX,AUSTIN
FIRST STATE BANK,264455,ATHENS,TX,HENDERSON
"KLEBERG BANK, N.A.",556459,KINGSVILLE,TX,KLEBERG
AMERICAN BANK NATIONAL ASSOCIATION,307361,WACO,TX,MCLENNAN
TEXAS PARTNERS BANK,3548567,SAN ANTONIO,TX,BEXAR
ALLIANCE BANK,176464,SULPHUR SPRINGS,TX,HOPKINS
CHARLES SCHWAB TRUST BANK,5278251,WESTLAKE,TX,DENTON
"CHARLES SCHWAB PREMIER BANK, SSB",1893049,WESTLAKE,TX,DENTON
"CHARLES SCHWAB BANK, SSB",3150447,WESTLAKE,TX,DENTON
BEAL BANK,1176881,PLANO,TX,COLLIN
TEXAS NATIONAL BANK,497954,MERCEDES,TX,HIDALGO
SOUTHWEST BANK,561864,ODESSA,TX,ECTOR
TEXAS TRADITIONS BANK,5760439,KATY,TX,HARRIS
FIRST STATE BANK,524766,SHALLOWATER,TX,LUBBOCK
"FIRST STATE BANK OF BEN WHEELER, TEXAS",31657,BEN WHEELER,TX,VAN ZANDT
FIRST STATE BANK,407168,SPEARMAN,TX,HANSFORD
"KEYSTONE BANK, SSB",1429028,BEE CAVE,TX,TRAVIS
FIRST STATE BANK OF TEXAS,190563,ORANGE,TX,ORANGE
WESTSTAR BANK,1447639,EL PASO,TX,EL PASO
"COMMUNITY BANK, THE",3479018,BRIDGEPORT,TX,WISE
CIERA BANK,327855,GRAHAM,TX,YOUNG
SECURITY STATE BANK,389358,FARWELL,TX,PARMER
"BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS, THE",678052,COLDSPRING,TX,SAN JACINTO
"LEGACY TRUST COMPANY, NATIONAL ASSOCIATION",2597223,HOUSTON,TX,HARRIS
AMERICAN BANK OF COMMERCE,215662,WOLFFORTH,TX,LUBBOCK
"YOAKUM NATIONAL BANK, THE",311265,YOAKUM,TX,DEWITT
WOODFOREST NATIONAL BANK,412751,THE WOODLANDS,TX,MONTGOMERY
FARMERS STATE BANK,461058,GROESBECK,TX,LIMESTONE
COMMERCE BANK TEXAS,174367,STOCKDALE,TX,WILSON
FARMERS STATE BANK OF NEWCASTLE,702966,NEWCASTLE,TX,YOUNG
UNITY NATIONAL BANK OF HOUSTON,853251,HOUSTON,TX,HARRIS
VANTAGE BANK TEXAS,26765,SAN ANTONIO,TX,BEXAR
FIRST NATIONAL BANK OF CENTRAL TEXAS,369659,WACO,TX,MCLENNAN
"TRANSPECOS BANKS, SSB",908861,PECOS,TX,REEVES
POINTBANK,844567,PILOT POINT,TX,DENTON
NEXBANK,652874,DALLAS,TX,DALLAS
HERRING BANK,610164,AMARILLO,TX,POTTER
HARMONY BANK,3297490,DALLAS,TX,DALLAS
JEFFERSON BANK,45560,SAN ANTONIO,TX,BEXAR
"CYPRESS BANK, SSB",729178,PITTSBURG,TX,CAMP
FIRST NATIONAL BANK IN PORT LAVACA,855264,PORT LAVACA,TX,CALHOUN
"GUARANTY BANK & TRUST, N.A.",112163,MOUNT PLEASANT,TX,TITUS
WALLIS BANK,283867,WALLIS,TX,AUSTIN
"BROADSTREET BANK, SSB",279,MINEOLA,TX,WOOD
MASON BANK,368054,MASON,TX,MASON
"COMMERCIAL BANK, THE",491653,MASON,TX,MASON
FIRST TEXAS BANK,688257,KILLEEN,TX,BELL
SCHERTZ BANK & TRUST,583268,SCHERTZ,TX,GUADALUPE
ARROWHEAD BANK,570558,LLANO,TX,LLANO
VISTA BANK,645465,DALLAS,TX,DALLAS
"HIGHTOWER TRUST COMPANY, NATIONAL ASSOCIATION, THE",2597232,HOUSTON,TX,HARRIS
"TIB, NATIONAL ASSOCIATION",529958,FARMERS BRANCH,TX,DALLAS
"LEGEND BANK, N. A.",100357,BOWIE,TX,MONTAGUE
LOVELADY STATE BANK,764151,LOVELADY,TX,HOUSTON
FIRST STATE BANK AND TRUST COMPANY,1012251,CARTHAGE,TX,PANOLA
FIRST COMMUNITY BANK,334264,SAN BENITO,TX,CAMERON
FRONTIER BANK OF TEXAS,3472046,ELGIN,TX,BASTROP
TOLLESON PRIVATE BANK,3166699,DALLAS,TX,DALLAS
"TBK BANK, SSB",766164,DALLAS,TX,DALLAS
DOMINION BANK,404653,DALLAS,TX,DALLAS
HOMEBANK TEXAS,522669,SEAGOVILLE,TX,DALLAS
CROSSROADS BANK,564463,YOAKUM,TX,DEWITT
AMARILLO NATIONAL BANK,353555,AMARILLO,TX,POTTER
PINNACLE BANK,867650,FORT WORTH,TX,TARRANT
"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION",2362458,HOUSTON,TX,HARRIS
FIRST NATIONAL BANK TEXAS DBA FIRST CONVENIENCE BANK,613950,KILLEEN,TX,BELL
"PERRYTON NATIONAL BANK, THE",8462,PERRYTON,TX,OCHILTREE
FIRST NATIONAL BANK OF LAKE JACKSON,560353,LAKE JACKSON,TX,BRAZORIA
CITIZENS BANK,885252,AMARILLO,TX,RANDALL
"CITY NATIONAL BANK OF SULPHUR SPRINGS, THE",596062,SULPHUR SPRINGS,TX,HOPKINS
"FIRST NATIONAL BANK OF LIPAN, THE",811457,LIPAN,TX,HOOD
ZAPATA NATIONAL BANK,218261,ZAPATA,TX,ZAPATA
"FIRST NATIONAL BANK OF TRINITY, THE",479567,TRINITY,TX,TRINITY
BRIDGE CITY STATE BANK,43959,BRIDGE CITY,TX,ORANGE
COLUMBUS STATE BANK,891253,COLUMBUS,TX,COLORADO
MOODY NATIONAL BANK,253356,GALVESTON,TX,GALVESTON
SOUTHWESTERN NATIONAL BANK,2625724,HOUSTON,TX,HARRIS
FIRST COMMUNITY BANK,339456,CORPUS CHRISTI,TX,NUECES
FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD DBA FIRST BANK TEXAS,614368,WEATHERFORD,TX,PARKER
TEXAS BANK,414764,HENDERSON,TX,RUSK
INTERNATIONAL BANK OF COMMERCE,230759,BROWNSVILLE,TX,CAMERON
INTERNATIONAL BANK OF COMMERCE,382069,ZAPATA,TX,ZAPATA
COMMERCE BANK,625159,LAREDO,TX,WEBB
INTERNATIONAL BANK OF COMMERCE,1001152,LAREDO,TX,WEBB
PEOPLES STATE BANK,586960,SHEPHERD,TX,SAN JACINTO
SECURITY STATE BANK & TRUST,247355,FREDERICKSBURG,TX,GILLESPIE
"CITY NATIONAL BANK OF COLORADO CITY, THE",799854,COLORADO CITY,TX,MITCHELL
"MINT NATIONAL BANK, THE",3821626,KINGWOOD,TX,HARRIS
LONE STAR NATIONAL BANK,842460,PHARR,TX,HIDALGO
VALUEBANK TEXAS,964157,CORPUS CHRISTI,TX,NUECES
"FIRST NATIONAL BANK IN FALFURRIAS, THE",442655,FALFURRIAS,TX,BROOKS
"TRINITY BANK, NATIONAL ASSOCIATION",3185896,FORT WORTH,TX,TARRANT
"CLASSIC BANK, NATIONAL ASSOCIATION",182951,CAMERON,TX,MILAM
"TEXAS ADVANTAGE COMMUNITY BANK, NATIONAL ASSOCIATION",3485215,ALVIN,TX,BRAZORIA
PAVILLION BANK,500658,RICHARDSON,TX,DALLAS
BANDERA BANK,78157,BANDERA,TX,BANDERA
BRAZOS NATIONAL BANK,863362,RICHWOOD,TX,BRAZORIA
FIRST STATE BANK OF BURNET,303653,BURNET,TX,BURNET
FIRST NATIONAL BANK,375566,WICHITA FALLS,TX,WICHITA
INWOOD NATIONAL BANK,913753,DALLAS,TX,DALLAS
COMMUNITY NATIONAL BANK,293053,MIDLAND,TX,MIDLAND
ATASCOSA BANK,851060,PLEASANTON,TX,ATASCOSA
"EXTRACO BANKS, NATIONAL ASSOCIATION",537560,TEMPLE,TX,BELL
"FIRST STATE BANK, THE",305059,ABERNATHY,TX,HALE
FIRST STATE BANK OF ODEM,776369,ODEM,TX,SAN PATRICIO
CAPTEX BANK,419460,FORT WORTH,TX,TARRANT
"TITAN BANK, N.A.",328357,MINERAL WELLS,TX,PALO PINTO
FIRST NATIONAL BANK OF BURLESON,240954,BURLESON,TX,TARRANT
"GRAHAM SAVINGS AND LOAN, SSB",839974,GRAHAM,TX,YOUNG
"TRUSTTEXAS BANK, S.S.B.",539872,CUERO,TX,DEWITT
CITY BANK,575254,LUBBOCK,TX,LUBBOCK
AMERICAN STATE BANK,262358,ARP,TX,SMITH
TEXAS HERITAGE NATIONAL BANK,824653,DAINGERFIELD,TX,MORRIS
"FIRST NATIONAL BANK OF MCGREGOR, THE",895055,MC GREGOR,TX,MCLENNAN
FIRST STATE BANK,410560,STRATFORD,TX,SHERMAN
FIRST NATIONAL BANK OF BOSQUE COUNTY,198961,VALLEY MILLS,TX,BOSQUE
HENDERSON FEDERAL SAVINGS BANK,849076,HENDERSON,TX,RUSK
FREEDOM BANK,432058,ALAMO,TX,HIDALGO
CITIZENS NATIONAL BANK AT BROWNWOOD,233358,BROWNWOOD,TX,BROWN
"COMMERCIAL BANK OF TEXAS, N.A.",885869,NACOGDOCHES,TX,NACOGDOCHES
"COMMUNITY BANK & TRUST, WACO, TEXAS",549862,WACO,TX,MCLENNAN
"FIRST STATE BANK, THE",888552,LOUISE,TX,WHARTON
LAKESIDE BANK,32766,ROCKWALL,TX,ROCKWALL
"VERABANK, NATIONAL ASSOCIATION",56351,HENDERSON,TX,RUSK
"KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE",979759,KARNES CITY,TX,KARNES
STELLAR BANK,3579589,HOUSTON,TX,HARRIS
PRIMEBANK OF TEXAS,3134399,AUSTIN,TX,TRAVIS
WESTERN BANK,199463,LUBBOCK,TX,LUBBOCK
FIDELITY BANK OF TEXAS,741068,WACO,TX,MCLENNAN
AMERICAN MOMENTUM BANK,3447576,COLLEGE STATION,TX,BRAZOS
SAGE CAPITAL BANK,448554,GONZALES,TX,GONZALES
FIRST NATIONAL BANK OF GIDDINGS,324153,GIDDINGS,TX,LEE
FIRST NATIONAL BANK OF FORT STOCKTON,397456,FORT STOCKTON,TX,PECOS
"FIRST NATIONAL BANK OF MOODY, THE",108269,MOODY,TX,MCLENNAN
THIRD COAST BANK,3630323,HUMBLE,TX,HARRIS
"FIRST NATIONAL BANK OF WINNSBORO, THE",501767,WINNSBORO,TX,WOOD
CAPITAL BANK,596156,HOUSTON,TX,HARRIS
ANAHUAC NATIONAL BANK,424352,ANAHUAC,TX,CHAMBERS
MCBANK,522753,GOLDTHWAITE,TX,MILLS
MAPLEMARK BANK,594451,DALLAS,TX,DALLAS
"BANK AND TRUST, SSB, THE",623454,DEL RIO,TX,VAL VERDE
SOUTHSIDE BANK,361167,TYLER,TX,SMITH
TEXAS FIRST BANK,473266,TEXAS CITY,TX,GALVESTON
GULF CAPITAL BANK,5382514,HOUSTON,TX,HARRIS
"LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION",2788656,SAN ANTONIO,TX,BEXAR
TEXAS STATE BANK,748964,SAN ANGELO,TX,TOM GREEN
"FIRST NATIONAL BANK OF TOM BEAN, THE",193162,TOM BEAN,TX,GRAYSON
GUADALUPE BANK,3635551,KERRVILLE,TX,KERR
STATE BANK OF TEXAS,1157415,IRVING,TX,DALLAS
FIRST STATE BANK,435750,GAINESVILLE,TX,COOKE
PLAINS STATE BANK,972862,HUMBLE,TX,HARRIS
HASKELL NATIONAL BANK,170257,HASKELL,TX,HASKELL
"SHELBY SAVINGS BANK, SSB",552974,CENTER,TX,SHELBY
CITIZENS BANK,744854,KILGORE,TX,GREGG
ALLIANCE BANK CENTRAL TEXAS,601658,WOODWAY,TX,MCLENNAN
ROUND TOP STATE BANK,665865,ROUND TOP,TX,FAYETTE
MAVERICK BANK,455459,FORT DAVIS,TX,JEFF DAVIS
TEXAS REGIONAL BANK,380458,HARLINGEN,TX,CAMERON
LLANO NATIONAL BANK,946555,LLANO,TX,LLANO
"GOLDEN BANK, NATIONAL ASSOCIATION",536059,HOUSTON,TX,HARRIS
R BANK,3821037,ROUND ROCK,TX,WILLIAMSON
COMMUNITY BANK,572655,LONGVIEW,TX,HARRISON
"FIRST COMMERCIAL BANK, NATIONAL ASSOCIATION",400365,SEGUIN,TX,GUADALUPE
FIRST FINANCIAL BANK,470050,ABILENE,TX,TAYLOR
CITIZENS NATIONAL BANK OF TEXAS,552161,WAXAHACHIE,TX,ELLIS
FIRST NATIONAL BANK OF DUBLIN,648550,DUBLIN,TX,ERATH
JOHNSON CITY BANK,977652,JOHNSON CITY,TX,BLANCO
"FIRST NATIONAL BANK OF STANTON, THE",458665,STANTON,TX,MARTIN
"HORIZON BANK, SSB",703552,AUSTIN,TX,TRAVIS
STOCKMENS NATIONAL BANK IN COTULLA,818652,COTULLA,TX,LA SALLE
"AMERICAN BANK, NATIONAL ASSOCIATION",494654,DALLAS,TX,DALLAS
"SANTA ANNA NATIONAL BANK, THE",521064,SANTA ANNA,TX,COLEMAN
"SOUTHTRUST BANK, N.A.",521158,GEORGE WEST,TX,LIVE OAK
"FIRST NATIONAL BANK OF EAGLE LAKE, THE",651952,EAGLE LAKE,TX,COLORADO
SANGER BANK,336361,SANGER,TX,DENTON
CITIZENS STATE BANK OF LULING,954653,LULING,TX,CALDWELL
FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,346566,SOUTH PADRE ISLAND,TX,CAMERON
FIRST NATIONAL BANK,2490285,ROTAN,TX,FISHER
"FIRST NATIONAL BANK OF ANSON, THE",366359,ANSON,TX,JONES
NATIONAL BANK & TRUST,792659,LA GRANGE,TX,FAYETTE
"AMERICAN NATIONAL BANK OF TEXAS, THE",599764,TERRELL,TX,KAUFMAN
PEOPLES BANK,1293078,PARIS,TX,LAMAR
FIRST UNITED BANK,578255,DIMMITT,TX,CASTRO
"FIRST NATIONAL BANK IN COOPER, THE",767152,COOPER,TX,DELTA
POINTWEST BANK,292467,WEST,TX,MCLENNAN
INTERSTATE BANK,791072,PERRYTON,TX,OCHILTREE
"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",548351,JACKSONVILLE,TX,CHEROKEE
"FIRST NATIONAL BANK OF BASTROP, THE",18050,BASTROP,TX,BASTROP
"BRADY NATIONAL BANK, THE",101952,BRADY,TX,MCCULLOCH
AMERICAN NATIONAL BANK & TRUST,498362,WICHITA FALLS,TX,WICHITA
CARMINE STATE BANK,732954,CARMINE,TX,FAYETTE
"CHASEWOOD BANK, THE",675051,HOUSTON,TX,HARRIS
"FIRST NATIONAL BANK OF QUITAQUE, THE",644963,QUITAQUE,TX,BRISCOE
"AGILITY BANK, N.A.",5728916,HOUSTON,TX,HARRIS
"FIRST NATIONAL BANK OF BALLINGER, THE",160454,BALLINGER,TX,RUNNELS
NEWFIRST NATIONAL BANK,938859,EL CAMPO,TX,WHARTON
TEXAS HERITAGE BANK,702359,BOERNE,TX,KENDALL
CENTRAL NATIONAL BANK,428060,WACO,TX,MCLENNAN
AUSTIN COUNTY STATE BANK,3463875,BELLVILLE,TX,AUSTIN
FIRST TEXAS BANK,444350,GEORGETOWN,TX,WILLIAMSON
TEXAS BANK AND TRUST COMPANY,949154,LONGVIEW,TX,GREGG
"FIRST NATIONAL BANK OF EVANT, THE",379153,EVANT,TX,CORYELL
FIRSTBANK SOUTHWEST,840363,AMARILLO,TX,POTTER
FIRST BANK,239659,BURKBURNETT,TX,WICHITA
FIRST NATIONAL BANK OF HUNTSVILLE,583352,HUNTSVILLE,TX,WALKER
"AMERICAN NATIONAL BANK OF MOUNT PLEASANT, THE",764067,MOUNT PLEASANT,TX,TITUS
CITIZENS STATE BANK,523161,SEALY,TX,AUSTIN
"FIRST NATIONAL BANK OF LIVINGSTON, THE",630658,LIVINGSTON,TX,POLK
"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",735067,FRISCO,TX,COLLIN
TEXAS COMMUNITY BANK,528960,LAREDO,TX,WEBB
OAKWOOD BANK,960560,DALLAS,TX,DALLAS
LIBERTY CAPITAL BANK,3690121,ADDISON,TX,DALLAS
SECURITY BANK OF TEXAS,435666,CRAWFORD,TX,MCLENNAN
WEST TEXAS NATIONAL BANK,237066,MIDLAND,TX,MIDLAND
"DONLEY COUNTY STATE BANK, THE",753856,CLARENDON,TX,DONLEY
FIRST TEXAS BANK,875758,LAMPASAS,TX,LAMPASAS
COMMUNITY NATIONAL BANK & TRUST OF TEXAS,738769,CORSICANA,TX,NAVARRO
FIRST STATE BANK OF BEDIAS,88352,BEDIAS,TX,GRIMES
GILMER NATIONAL BANK,323651,GILMER,TX,UPSHUR
"SOUTHSTAR BANK, S.S.B.",171768,MOULTON,TX,LAVACA
FIRST NATIONAL BANK OF ALVIN,354057,ALVIN,TX,BRAZORIA
PEARLAND STATE BANK,723868,PEARLAND,TX,BRAZORIA
CENTRAL BANK,31255,HOUSTON,TX,HARRIS
NBT FINANCIAL BANK,406059,FORT WORTH,TX,TARRANT
"COMMERCIAL NATIONAL BANK OF BRADY, THE",42354,BRADY,TX,MCCULLOCH
"FIRST NATIONAL BANK OF ELDORADO, THE",665258,ELDORADO,TX,SCHLEICHER
INDEPENDENT BANK DBA INDEPENDENT FINANCIAL,122854,MCKINNEY,TX,COLLIN
ENNIS STATE BANK,435059,ENNIS,TX,ELLIS
TXN BANK,77253,HONDO,TX,MEDINA
"STATE NATIONAL BANK OF BIG SPRING, THE",169354,BIG SPRING,TX,HOWARD
RIO BANK,956750,MCALLEN,TX,HIDALGO
CITIZENS NATIONAL BANK,59352,CAMERON,TX,MILAM
"TEXANA BANK, NATIONAL ASSOCIATION",809650,LINDEN,TX,CASS
CITIZENS NATIONAL BANK OF CROSBYTON,901451,CROSBYTON,TX,CROSBY
SPECTRA BANK,426057,FORT WORTH,TX,TARRANT
CITIZENS STATE BANK,296755,MILES,TX,RUNNELS
"COLONIAL SAVINGS, FA",339072,FORT WORTH,TX,TARRANT
BANK OF HOUSTON,583754,HOUSTON,TX,HARRIS
"FIRST NATIONAL BANK OF EAST TEXAS, THE",445955,GILMER,TX,UPSHUR
MENARD BANK,375650,MENARD,TX,MENARD
"INCOMMONS BANK, NATIONAL ASSOCIATION",414858,MEXIA,TX,LIMESTONE
AUSTIN CAPITAL BANK SSB,3347911,AUSTIN,TX,TRAVIS
ZAVALA COUNTY BANK,969956,CRYSTAL CITY,TX,ZAVALA
"CITIZENS BANK, NATIONAL ASSOCIATION",617051,ABILENE,TX,TAYLOR
FIRST CAPITAL BANK,919568,QUANAH,TX,HARDEMAN
"FIRST NATIONAL BANK OF ASPERMONT, THE",138257,ASPERMONT,TX,STONEWALL
CLEAR FORK BANK NATIONAL ASSOCIATION,340751,ALBANY,TX,SHACKELFORD
AVANA BANK,498456,ABILENE,TX,TAYLOR
MUENSTER STATE BANK,765662,MUENSTER,TX,COOKE
COMMERCIAL STATE BANK,1017564,PALMER,TX,ELLIS
MARION STATE BANK,484057,MARION,TX,GUADALUPE
ROBERT LEE STATE BANK,803265,ROBERT LEE,TX,COKE
WORTHINGTON BANK,3150205,ARLINGTON,TX,TARRANT
COLEMAN COUNTY STATE BANK,761954,COLEMAN,TX,COLEMAN
FARMERS STATE BANK,875057,CENTER,TX,SHELBY
COMMERCIAL NATIONAL BANK OF TEXARKANA,794149,TEXARKANA,TX,BOWIE
"NATIONAL BANK OF ANDREWS, THE",488653,ANDREWS,TX,ANDREWS
CITIZENS STATE BANK,804860,ROMA,TX,STARR
KRESS NATIONAL BANK,995955,KRESS,TX,SWISHER
"FIRST NATIONAL BANK OF ANDERSON, THE",362155,ANDERSON,TX,GRIMES
TEJAS BANK,857455,MONAHANS,TX,WARD
"FIRST NATIONAL BANK OF MERTZON, THE",500256,MERTZON,TX,IRION
FIRST BANK AND TRUST OF MEMPHIS,373553,MEMPHIS,TX,HALL
JUNCTION NATIONAL BANK,741152,JUNCTION,TX,KIMBLE
"TEXAS GULF BANK, NATIONAL ASSOCIATION",514655,HOUSTON,TX,HARRIS
"LAMESA NATIONAL BANK, THE",623052,LAMESA,TX,DAWSON
PEOPLES BANK,819855,LUBBOCK,TX,LUBBOCK
FIRST STATE BANK OF SAN DIEGO,578862,SAN DIEGO,TX,DUVAL
"PECOS COUNTY STATE BANK, THE",396954,FORT STOCKTON,TX,PECOS
"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",14977,LITTLEFIELD,TX,LAMB
"FIRST FEDERAL COMMUNITY BANK, SSB",898579,PARIS,TX,LAMAR
"CITIZENS NATIONAL BANK OF HILLSBORO, THE",184656,HILLSBORO,TX,HILL
"AMERICAN BANK, NATIONAL ASSOCIATION",807955,CORPUS CHRISTI,TX,NUECES
"FIRST BANK OF CELESTE, THE",871956,CELESTE,TX,HUNT
CASTROVILLE STATE BANK,742056,CASTROVILLE,TX,MEDINA
LONE STAR BANK,3448162,HOUSTON,TX,HARRIS
SUNDOWN STATE BANK,412667,SUNDOWN,TX,HOCKLEY
SPRING HILL STATE BANK,457060,LONGVIEW,TX,GREGG
GRANDVIEW BANK,333856,GRANDVIEW,TX,JOHNSON
"ANGELINA SAVINGS BANK, SSB",660879,LUFKIN,TX,ANGELINA
"JACKSBORO NATIONAL BANK, THE",924058,JACKSBORO,TX,JACK
"BRENHAM NATIONAL BANK, THE",227357,BRENHAM,TX,WASHINGTON
ONE WORLD BANK,3296859,DALLAS,TX,DALLAS
"FIRST NATIONAL BANK OF STERLING CITY, THE",411062,STERLING CITY,TX,STERLING
"FIRST NATIONAL BANK OF HUGHES SPRINGS, THE",849357,HUGHES SPRINGS,TX,CASS
"FALLS CITY NATIONAL BANK, THE",441050,FALLS CITY,TX,KARNES
FIRST LIBERTY BANK,629353,LIBERTY,TX,LIBERTY
FIRST STATE BANK OF BROWNSBORO,229454,BROWNSBORO,TX,HENDERSON
"LYTLE STATE BANK OF LYTLE, TEXAS, THE",830252,LYTLE,TX,ATASCOSA
TEXAS NATIONAL BANK OF JACKSONVILLE,739355,JACKSONVILLE,TX,CHEROKEE
BENCHMARK BANK,980960,PLANO,TX,COLLIN
"CITY NATIONAL BANK OF TAYLOR, THE",181963,TAYLOR,TX,WILLIAMSON
PILGRIM BANK,911160,PITTSBURG,TX,CAMP
FIRST SECURITY STATE BANK,819154,CRANFILLS GAP,TX,BOSQUE
"COWBOY BANK OF TEXAS, THE",370954,MAYPEARL,TX,ELLIS
"LIBERTY NATIONAL BANK IN PARIS, THE",1669,PARIS,TX,LAMAR
"SQUARE FINANCIAL SERVICES, INC.",5582846,SALT LAKE CITY,UT,SALT LAKE
AMERICAN EXPRESS NATIONAL BANK,1394676,SANDY,UT,SALT LAKE
FIRST UTAH BANK,207872,SALT LAKE CITY,UT,SALT LAKE
"TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK",2736219,OGDEN,UT,WEBER
CACHE VALLEY BANK,995076,LOGAN,UT,CACHE
SUNWEST BANK,140362,SANDY,UT,SALT LAKE
CONTINENTAL BANK,3220863,SALT LAKE CITY,UT,SALT LAKE
WEBBANK,2576134,SALT LAKE CITY,UT,SALT LAKE
MERRICK BANK,2615190,SOUTH JORDAN,UT,SALT LAKE
GRAND VALLEY BANK,178851,HEBER CITY,UT,WASATCH
"PITNEY BOWES BANK INC., THE",2649177,SALT LAKE CITY,UT,SALT LAKE
PRIME ALLIANCE BANK,3309571,WOODS CROSS,UT,DAVIS
"MORGAN STANLEY BANK, N.A.",1456501,SALT LAKE CITY,UT,SALT LAKE
UBS BANK USA,3212149,SALT LAKE CITY,UT,SALT LAKE
FINWISE BANK,2880019,MURRAY,UT,SALT LAKE
HOLLADAY BANK AND TRUST,617275,SALT LAKE CITY,UT,SALT LAKE
GREEN DOT BANK,243375,PROVO,UT,UTAH
BANK OF UTAH,933975,OGDEN,UT,WEBER
"SOFI BANK, NATIONAL ASSOCIATION",962966,COTTONWOOD HEIGHTS,UT,SALT LAKE
SALLIE MAE BANK,3394278,SALT LAKE CITY,UT,SALT LAKE
SYNCHRONY BANK,1216022,DRAPER,UT,SALT LAKE
WEX BANK,2700984,SANDY,UT,SALT LAKE
"VARO BANK, NATIONAL ASSOCIATION",5518023,DRAPER,UT,SALT LAKE
MILESTONE BANK,3407084,SALT LAKE CITY,UT,SALT LAKE
"WELLS FARGO TRUST COMPANY, NATIONAL ASSOCIATION",688079,OGDEN,UT,WEBER
CELTIC BANK CORPORATION,2998576,SALT LAKE CITY,UT,SALT LAKE
BRIGHTON BANK,406974,SALT LAKE CITY,UT,SALT LAKE
ALLY BANK,3284070,SANDY,UT,SALT LAKE
"OPTUM BANK, INC.",3202702,DRAPER,UT,SALT LAKE
"LENDINGCLUB BANK, NATIONAL ASSOCIATION",264772,LEHI,UT,UTAH
NELNET BANK,5514409,DRAPER,UT,SALT LAKE
MEDALLION BANK,3228908,SALT LAKE CITY,UT,SALT LAKE
CAPITAL COMMUNITY BANK,2068107,PROVO,UT,UTAH
"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",276579,SALT LAKE CITY,UT,SALT LAKE
STATE BANK OF SOUTHERN UTAH,656470,CEDAR CITY,UT,IRON
CENTRAL BANK,622774,PROVO,UT,UTAH
BMW BANK OF NORTH AMERICA,2850722,SALT LAKE CITY,UT,SALT LAKE
FIRST ELECTRONIC BANK,2947556,SALT LAKE CITY,UT,SALT LAKE
COMENITY CAPITAL BANK,3224580,DRAPER,UT,SALT LAKE
UTAH INDEPENDENT BANK,256179,SALINA,UT,SEVIER
"LIBERTY BANK, INC.",593771,SALT LAKE CITY,UT,SALT LAKE
